Row.names,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,WT_rep1,WT_rep2,KO_rep1,KO_rep3,chrom,type,symbol
ENSMUSG00000028690.5,467.3319037,-0.679867265,0.199065093,-3.41530127,0.000637115,0.006942049,578.8192888,572.1746852,405.8920759,312.4415651,chr4,protein_coding,Mmachc
ENSMUSG00000028730.15,788.3076184,-3.013962386,0.232210429,-12.97944453,1.60E-38,1.70E-35,1018.023875,1787.921937,184.4052888,162.8793733,chr4,protein_coding,Cfap57
ENSMUSG00000028750.13,240.2130734,-1.846010685,0.334205839,-5.523574001,3.32E-08,1.02E-06,295.711697,456.1531286,138.3039666,70.68350161,chr4,protein_coding,Pla2g2c
ENSMUSG00000028760.17,5359.263025,-0.65367225,0.102052223,-6.405272011,1.50E-10,7.01E-09,6016.036327,7090.206238,4237.312832,4093.496702,chr4,protein_coding,Eif4g3
ENSMUSG00000028813.3,235.2567103,-4.443455329,1.165991715,-3.810880705,0.000138473,0.001853078,161.9142734,737.7781037,30.06607969,11.26838431,chr4,protein_coding,CK137956
ENSMUSG00000028845.16,97.45609959,-2.142552242,0.448083938,-4.781586801,1.74E-06,3.69E-05,107.6196668,210.2270941,34.07489032,37.90274724,chr4,protein_coding,Tekt2
ENSMUSG00000028876.8,92.07979382,-2.37197954,0.469017138,-5.057340866,4.25E-07,1.03E-05,115.3760391,193.369261,39.0859036,20.48797148,chr4,protein_coding,Epha10
ENSMUSG00000028937.15,2898.147808,-1.191108649,0.142197076,-8.376463738,5.45E-17,6.57E-15,3437.042511,4624.996069,1921.222493,1609.33016,chr4,protein_coding,Acot7
ENSMUSG00000028976.11,818.2631509,-3.455592428,0.760799611,-4.54205336,5.57E-06,0.000104565,742.6726553,2256.966349,143.3149799,130.0986189,chr4,protein_coding,Slc2a5
ENSMUSG00000029003.12,1118.180233,-1.342890463,0.189182258,-7.098395356,1.26E-12,8.06E-11,1252.654139,1955.50863,673.4801852,591.0779772,chr4,protein_coding,Mad2l2
ENSMUSG00000029049.15,283.6764007,-1.012675186,0.237513916,-4.263645704,2.01E-05,0.00033247,344.1890243,414.5043647,182.4008835,193.6113305,chr4,protein_coding,Morn1
ENSMUSG00000029071.17,2159.74507,-0.616044165,0.142049372,-4.33683133,1.45E-05,0.000246407,2210.566128,3017.552109,1728.799582,1682.062459,chr4,protein_coding,Dvl1
ENSMUSG00000029073.10,439.28047,-1.440494721,0.245809389,-5.860210344,4.62E-09,1.69E-07,481.8646341,802.234524,242.5330429,230.4896791,chr4,protein_coding,Cptp
ENSMUSG00000029086.16,57.05293834,-1.960029206,0.631210893,-3.105189133,0.001901574,0.017537122,39.75140844,141.8041248,21.04625579,25.60996435,chr5,protein_coding,Prom1
ENSMUSG00000029098.18,434.0495814,-0.80671358,0.209194856,-3.856278284,0.000115126,0.001570781,477.9864479,626.7147332,302.6652023,328.8319423,chr5,protein_coding,Acox3
ENSMUSG00000029119.10,1419.442414,-0.622332324,0.15241005,-4.083276165,4.44E-05,0.000675052,1476.619392,1965.425002,1180.594729,1055.130531,chr5,protein_coding,Man2b2
ENSMUSG00000029126.8,192.540284,-1.580104791,0.355951624,-4.439099821,9.03E-06,0.000162044,213.3002404,363.9308657,123.2709267,69.65910303,chr5,protein_coding,Nsg1
ENSMUSG00000029130.13,1488.25604,-1.881521644,0.180415366,-10.42883255,1.83E-25,5.79E-23,1832.442975,2849.965417,677.4889958,593.1267743,chr5,protein_coding,Rnf32
ENSMUSG00000029151.15,228.5676585,-2.59879381,0.365057451,-7.118862524,1.09E-12,6.97E-11,243.3561834,541.4339309,74.16299658,55.317523,chr5,protein_coding,Slc30a3
ENSMUSG00000029155.17,56.97748658,-1.624205005,0.535865871,-3.030991695,0.00243752,0.021650909,63.99007213,108.0884587,23.0506611,32.78075437,chr5,protein_coding,Spata18
ENSMUSG00000029165.18,2777.410664,-1.793459984,0.150727715,-11.89867425,1.20E-32,6.40E-30,3518.484421,5103.956854,1296.850238,1190.351143,chr5,protein_coding,Agbl5
ENSMUSG00000029174.19,4164.242015,-0.799031229,0.099509079,-8.02973193,9.77E-16,9.69E-14,5046.489779,5531.352503,3175.980218,2903.145559,chr5,protein_coding,Tbc1d1
ENSMUSG00000029182.11,15.09709484,-3.446126312,1.195794617,-2.881871405,0.00395321,0.032323257,9.695465474,45.61531286,2.004405313,3.073195722,chr5,protein_coding,Fam166c
ENSMUSG00000029188.15,102.699368,-3.80898552,0.542550587,-7.020516817,2.21E-12,1.36E-10,100.8328409,282.6166123,14.03083719,13.31718146,chr5,protein_coding,Slc34a2
ENSMUSG00000029206.14,342.1078967,-1.995682493,0.268840103,-7.423306546,1.14E-13,8.66E-12,417.8745619,676.296595,151.3326011,122.9278289,chr5,protein_coding,Nsun7
ENSMUSG00000029235.15,1459.236678,-2.040718367,0.377483065,-5.406118986,6.44E-08,1.84E-06,1813.052044,2882.689445,646.4207134,494.7845112,chr5,protein_coding,Pdcl2
ENSMUSG00000029248.15,89.79474559,-3.919950034,0.567694291,-6.905036908,5.02E-12,2.89E-10,95.98510819,240.9678484,14.03083719,8.195188592,chr5,protein_coding,Thegl
ENSMUSG00000029265.5,2674.140093,-0.778079557,0.111283967,-6.991838764,2.71E-12,1.64E-10,3147.148093,3609.559539,2034.471393,1905.381348,chr5,protein_coding,Dr1
ENSMUSG00000029279.16,3024.688626,-0.897914743,0.114525689,-7.840291152,4.50E-15,4.12E-13,3570.839934,4302.713967,2147.720293,2077.480308,chr5,protein_coding,Brdt
ENSMUSG00000029330.9,892.6129667,-1.31538607,0.184155185,-7.142813117,9.14E-13,5.99E-11,1059.714376,1487.455854,559.2290823,464.052554,chr5,protein_coding,Cds1
ENSMUSG00000029381.17,594.2467858,-0.623784561,0.193796554,-3.218759826,0.001287463,0.012488265,618.5706972,823.058906,505.1101389,430.2474011,chr5,protein_coding,Shroom3
ENSMUSG00000029403.15,1775.49086,-1.089188763,0.151996339,-7.165888149,7.73E-13,5.11E-11,2125.246032,2706.178017,1273.799576,996.7398125,chr5,protein_coding,Cdkl2
ENSMUSG00000029423.11,7756.300526,-2.203544565,0.270892479,-8.134388123,4.14E-16,4.27E-14,11269.03952,14222.06124,3177.984624,2356.11672,chr5,protein_coding,Piwil1
ENSMUSG00000029442.19,536.3403211,-3.02364158,0.519709594,-5.817944507,5.96E-09,2.12E-07,628.2661627,1282.186946,124.2731294,110.635046,chr5,protein_coding,Wdr66
ENSMUSG00000029463.6,855.8220908,-0.67068521,0.144660249,-4.636278541,3.55E-06,6.92E-05,1032.567073,1069.976578,680.4956038,640.2491087,chr5,protein_coding,Fam216a
ENSMUSG00000029469.15,1183.381668,-0.615072684,0.139001556,-4.424933806,9.65E-06,0.00017078,1389.360202,1474.56457,1014.229088,855.3728093,chr5,protein_coding,Ift81
ENSMUSG00000029517.14,90.25281273,-4.612435158,0.61236699,-7.532142053,4.99E-14,3.91E-12,96.95465474,249.8925835,8.017621252,6.146391444,chr6,protein_coding,Ankrd7
ENSMUSG00000029564.13,45.51750787,-5.127385461,0.852945726,-6.011385376,1.84E-09,7.13E-08,64.95961868,112.0550077,3.006607969,2.048797148,chr5,protein_coding,4930519G04Rik
ENSMUSG00000029586.10,449.0250573,-1.964440295,0.224844623,-8.736879119,2.40E-18,3.49E-16,612.753418,817.1090826,207.4559499,158.781779,chr5,protein_coding,Spdye4b
ENSMUSG00000029601.14,153.0458199,-2.652404666,0.383385181,-6.918380784,4.57E-12,2.67E-10,188.0920302,340.131572,48.10572751,35.85395009,chr5,protein_coding,Iqcd
ENSMUSG00000029620.5,125.6382428,-7.953301416,1.414226756,-5.623780899,1.87E-08,6.06E-07,140.5842494,359.9643167,2.004405313,0,chr5,protein_coding,1700018F24Rik
ENSMUSG00000029634.16,2357.247016,-0.617905953,0.109266765,-5.655021955,1.56E-08,5.13E-07,2731.212624,2977.88662,1929.240114,1790.648707,chr5,protein_coding,Rnf6
ENSMUSG00000029656.14,84.07954116,-2.709311158,0.453393065,-5.975634318,2.29E-09,8.75E-08,123.1324115,168.5783301,21.04625579,23.5611672,chr4,protein_coding,C8b
ENSMUSG00000029679.8,95.48518847,-8.553513998,1.534329145,-5.574758211,2.48E-08,7.80E-07,81.44190998,299.4744453,0,1.024398574,chr6,protein_coding,Hyal6
ENSMUSG00000029703.11,2271.776377,-0.623551836,0.139399091,-4.473141336,7.71E-06,0.00013975,2346.302645,3164.31442,1836.035267,1740.453177,chr5,protein_coding,Lrwd1
ENSMUSG00000029769.18,3738.451374,-1.939287382,0.348297201,-5.567909747,2.58E-08,8.08E-07,4520.026004,7341.090459,1617.555088,1475.133947,chr6,protein_coding,Ccdc136
ENSMUSG00000029784.14,305.1921323,-3.051479046,0.691386016,-4.41356778,1.02E-05,0.00017875,322.8590003,766.5355835,81.17841518,50.19553013,chr6,protein_coding,Ssmem1
ENSMUSG00000029814.11,383.2374903,-0.757557734,0.217749741,-3.479029332,0.000503234,0.005660048,419.813655,543.4172054,270.5947173,299.1243836,chr6,protein_coding,Igf2bp3
ENSMUSG00000029883.13,296.85952,-6.721172276,0.533900113,-12.58881972,2.43E-36,1.89E-33,382.9708862,793.3097889,5.011013282,6.146391444,chr6,protein_coding,Prss59
ENSMUSG00000029922.16,5067.129821,-0.609305934,0.108608014,-5.61013786,2.02E-08,6.48E-07,5506.054843,6737.183382,4063.931772,3961.349286,chr6,protein_coding,Mkrn1
ENSMUSG00000029992.15,3887.052412,-0.656723472,0.091570226,-7.17180136,7.40E-13,4.91E-11,4794.407677,4719.201607,3058.722508,2975.877857,chr6,protein_coding,Gfpt1
ENSMUSG00000030030.6,819.1605056,-2.434753703,0.421718575,-5.773408728,7.77E-09,2.71E-07,977.3029198,1787.921937,266.5859066,244.8312592,chr6,protein_coding,1700003E16Rik
ENSMUSG00000030032.15,260.6153982,-0.875587893,0.24828684,-3.526517527,0.000421063,0.0048463,375.2145138,299.4744453,184.4052888,183.3673447,chr6,protein_coding,Wdr54
ENSMUSG00000030059.16,1851.067472,-0.690904401,0.133628251,-5.170346824,2.34E-07,6.00E-06,2014.717726,2557.432432,1403.083719,1429.036011,chr6,protein_coding,Tmf1
ENSMUSG00000030069.16,550.6243973,-3.479053747,0.223032191,-15.59888613,7.41E-55,3.00E-51,855.1400548,1166.16539,98.21586034,82.97628449,chr6,protein_coding,Prok2
ENSMUSG00000030086.17,1677.61328,-0.609890777,0.135755399,-4.492571057,7.04E-06,0.000128971,1851.833906,2202.426301,1437.158609,1219.034303,chr6,protein_coding,Chchd6
ENSMUSG00000030125.12,401.5153942,-3.41562191,0.294526257,-11.59700307,4.27E-31,2.11E-28,525.4942287,943.0470115,81.17841518,56.34192157,chr6,protein_coding,Lrrc23
ENSMUSG00000030189.16,6262.759044,-1.921267721,0.435662259,-4.409993482,1.03E-05,0.000181068,7021.456096,12797.07853,2827.213694,2405.287852,chr6,protein_coding,Ybx3
ENSMUSG00000030207.16,375.0545198,-1.351656103,0.218332595,-6.190812255,5.99E-10,2.54E-08,477.9864479,599.9405278,220.4845844,201.8065191,chr6,protein_coding,Fam234b
ENSMUSG00000030216.13,4162.941506,-0.696352912,0.106166945,-6.559036928,5.42E-11,2.71E-09,4737.204431,5560.109983,3279.207092,3075.244519,chr6,protein_coding,Wbp11
ENSMUSG00000030231.12,2113.161038,-0.693166231,0.11403065,-6.078771176,1.21E-09,4.86E-08,2535.364221,2687.33691,1710.759935,1519.183085,chr6,protein_coding,Plekha5
ENSMUSG00000030292.11,206.7397782,-4.818740229,0.878952311,-5.482368237,4.20E-08,1.26E-06,199.7265888,598.9488906,18.03964782,10.24398574,chr6,protein_coding,Smco2
ENSMUSG00000030313.16,991.789608,-1.464322978,0.145847057,-10.04012704,1.02E-23,2.67E-21,1368.999725,1542.987539,553.2158664,501.9553013,chr6,protein_coding,Dennd5b
ENSMUSG00000030323.14,3257.918418,-0.806475456,0.118745928,-6.791605159,1.11E-11,6.11E-10,3693.002799,4598.221864,2426.332631,2314.116379,chr6,protein_coding,Ift122
ENSMUSG00000030376.9,816.7415384,-0.769898352,0.150633413,-5.111072891,3.20E-07,7.99E-06,970.516094,1088.817685,607.3348098,600.2975644,chr7,protein_coding,Slc8a2
ENSMUSG00000030463.6,19.68630024,-6.259734626,1.662373908,-3.765539508,0.00016619,0.00215695,27.14730333,50.57349904,0,1.024398574,chr7,protein_coding,4933421I07Rik
ENSMUSG00000030491.17,1436.660381,-0.724670972,0.131736359,-5.500918496,3.78E-08,1.15E-06,1718.036482,1862.294729,1169.5705,996.7398125,chr7,protein_coding,Tdrd12
ENSMUSG00000030510.12,3077.006086,-1.858772442,0.129276651,-14.37825333,7.09E-47,1.19E-43,4584.985623,5063.299728,1508.314998,1151.423997,chr7,protein_coding,Cers3
ENSMUSG00000030544.6,117.9763391,-4.028390045,1.2216468,-3.297507958,0.000975469,0.009941528,68.83780487,375.8305125,19.04185047,8.195188592,chr7,protein_coding,Mesp1
ENSMUSG00000030555.17,397.1483147,-0.650218169,0.20067001,-3.240235899,0.001194308,0.011776627,456.6564238,513.6680883,298.6563916,319.6123551,chr7,protein_coding,Ttc23
ENSMUSG00000030590.16,78.26076258,-1.934828129,0.502207136,-3.852649613,0.000116847,0.001592506,76.59417725,171.5532418,30.06607969,34.82955152,chr7,protein_coding,Fam98c
ENSMUSG00000030604.10,375.6491293,-0.639429389,0.219820101,-2.908875872,0.003627308,0.029972544,395.5749913,519.6179117,304.6696076,282.7340064,chr7,protein_coding,Zfp626
ENSMUSG00000030617.14,101.3711149,-6.641382167,1.763508739,-3.766004682,0.000165881,0.002154319,93.07646855,308.3991804,4.008810626,0,chr7,protein_coding,Ccdc83
ENSMUSG00000030621.18,30.58192995,-3.05293306,0.77501893,-3.939172248,8.18E-05,0.001164248,38.7818619,70.40624376,8.017621252,5.12199287,chr7,protein_coding,Me3
ENSMUSG00000030641.11,880.348364,-0.863711671,0.185040873,-4.667680475,3.05E-06,6.05E-05,921.06922,1351.601553,648.4251188,600.2975644,chr7,protein_coding,Ddias
ENSMUSG00000030662.11,6359.024297,-0.652406447,0.098054673,-6.653496724,2.86E-11,1.49E-09,7225.060871,8320.828048,5104.21813,4785.990138,chr14,protein_coding,Ipo5
ENSMUSG00000030671.10,1220.761022,-0.972720053,0.140694165,-6.913719955,4.72E-12,2.75E-10,1513.462161,1721.482242,885.9471483,762.1525391,chr7,protein_coding,Pde3b
ENSMUSG00000030708.15,194.0811837,-2.373731553,0.329083696,-7.213154531,5.47E-13,3.74E-11,248.2039161,402.6047179,68.14978064,57.36632014,chr7,protein_coding,Dnajb13
ENSMUSG00000030792.9,1804.763834,-2.231679144,0.531884739,-4.195794651,2.72E-05,0.000436663,2172.753813,3779.129507,786.7290854,480.4429312,chr7,protein_coding,Dkkl1
ENSMUSG00000030801.11,691.4071967,-0.629136732,0.17195402,-3.658749768,0.000253449,0.003115602,744.6117484,935.1139137,553.2158664,532.6872585,chr7,protein_coding,Kat8
ENSMUSG00000030815.12,920.4812782,-1.795351813,0.210146174,-8.543347628,1.30E-17,1.69E-15,1061.653469,1796.846672,424.9339264,398.4910453,chr7,protein_coding,Phkg2
ENSMUSG00000030851.16,8536.012142,-4.047190643,0.562329275,-7.197190015,6.15E-13,4.16E-11,11181.78033,21014.77631,1197.632175,749.8597562,chr7,protein_coding,Ldhc
ENSMUSG00000030882.20,708.208321,-3.973115052,0.568155839,-6.993002233,2.69E-12,1.63E-10,884.2264512,1778.997202,66.14537533,103.464256,chr7,protein_coding,Dnhd1
ENSMUSG00000030887.5,116.6793486,-4.181519652,1.053176192,-3.970389461,7.18E-05,0.001033378,84.35054962,357.9810422,9.019823908,15.36597861,chr7,protein_coding,Pdzd9
ENSMUSG00000030994.17,30.70412603,-6.910060489,1.582763832,-4.365819049,1.27E-05,0.000219211,50.41642047,71.397881,1.002202656,0,chr7,protein_coding,D7Ertd443e
ENSMUSG00000031027.16,1316.489944,-1.805771663,0.39344863,-4.589599568,4.44E-06,8.46E-05,1595.873617,2498.925835,681.4978064,489.6625184,chr7,protein_coding,Stk33
ENSMUSG00000031233.7,222.5339356,-4.551747768,0.969493352,-4.694975739,2.67E-06,5.40E-05,176.4574716,677.2882323,22.04845844,14.34158004,chr17,protein_coding,Pgk2
ENSMUSG00000031458.9,1358.686004,-0.713541102,0.15328282,-4.655062455,3.24E-06,6.37E-05,1494.07123,1882.127474,1132.489002,926.0563109,chr8,protein_coding,Coprs
ENSMUSG00000031493.11,254.1328961,-4.970386198,1.279225675,-3.885464696,0.000102134,0.001409677,112.4673995,872.6407678,15.03303985,16.39037718,chr7,protein_coding,Ggn
ENSMUSG00000031518.7,1049.35029,-4.159443349,0.605548712,-6.868883153,6.47E-12,3.68E-10,1240.050034,2734.935497,133.2929533,89.12267594,chr8,protein_coding,Spata4
ENSMUSG00000031536.7,935.6405835,-0.784565923,0.148792523,-5.272885409,1.34E-07,3.65E-06,1088.800773,1279.212035,702.5440622,672.0054645,chr8,protein_coding,Polb
ENSMUSG00000031552.14,154.0123579,-6.06004934,1.104821317,-5.485094508,4.13E-08,1.24E-06,127.0105977,479.9524223,6.013215939,3.073195722,chr8,protein_coding,Adam18
ENSMUSG00000031553.17,543.5402151,-6.52990609,1.194728148,-5.465599934,4.61E-08,1.37E-06,303.4680693,1847.420171,13.02863453,10.24398574,chr8,protein_coding,Adam3
ENSMUSG00000031554.19,1828.290506,-4.062194309,0.687638681,-5.907454627,3.47E-09,1.29E-07,2162.088801,4738.042714,268.5903119,144.4401989,chr8,protein_coding,Adam5
ENSMUSG00000031563.9,3419.848241,-0.729366303,0.099247468,-7.348966383,2.00E-13,1.48E-11,4106.029628,4426.668622,2492.478007,2654.216705,chr8,protein_coding,Wwc2
ENSMUSG00000031609.4,164.9827746,-1.083737719,0.30486329,-3.554831808,0.000378221,0.004415997,208.4525077,239.9762111,117.2577108,94.24466881,chr8,protein_coding,Sap30
ENSMUSG00000031629.15,205.4120546,-0.772564314,0.283929203,-2.720975177,0.006508965,0.048473462,234.6302645,283.6082495,130.2863453,173.123359,chr8,protein_coding,Cenpu
ENSMUSG00000031631.16,2119.443011,-1.276069143,0.155767954,-8.192115959,2.57E-16,2.75E-14,2440.34866,3559.977678,1274.801779,1202.643926,chr8,protein_coding,Cfap97
ENSMUSG00000031736.13,210.4233789,-1.023975874,0.270136636,-3.79058497,0.000150293,0.001988899,259.8384747,304.4326315,147.3237905,130.0986189,chr8,lncRNA,Crnde
ENSMUSG00000031748.17,813.6641182,-2.086246621,0.164917122,-12.65027301,1.11E-36,1.00E-33,1197.389986,1436.882355,295.6497837,324.734348,chr8,protein_coding,Gnao1
ENSMUSG00000031756.6,818.1601738,-0.726270244,0.202485091,-3.586783809,0.000334782,0.003986418,782.4240638,1257.396015,626.3766603,606.4439558,chr8,protein_coding,Cenpn
ENSMUSG00000031786.8,214.2509241,-2.712562836,0.335616577,-8.082326747,6.35E-16,6.43E-14,266.6253005,476.9775106,60.13215939,53.26872585,chr8,protein_coding,Drc7
ENSMUSG00000031788.15,245.0812,-0.735703289,0.252684976,-2.911543461,0.003596479,0.029812024,274.3816729,338.1482975,183.4030861,184.3917433,chr8,protein_coding,Kifc3
ENSMUSG00000031809.11,163.040386,-2.408696473,0.361642252,-6.660439858,2.73E-11,1.42E-09,197.7874957,351.0395816,52.11453814,51.2199287,chr8,protein_coding,1700018B08Rik
ENSMUSG00000031831.7,1979.836412,-2.665159724,0.567010535,-4.700370736,2.60E-06,5.27E-05,2151.423789,4689.45249,611.3436205,467.1257497,chr8,protein_coding,Dnaaf1
ENSMUSG00000031849.10,213.9776667,-3.318157748,0.941119454,-3.525756199,0.000422276,0.004857489,153.1883545,624.7314588,40.08810626,37.90274724,chr8,protein_coding,Comp
ENSMUSG00000031851.15,433.6172863,-0.971028417,0.260212139,-3.731679935,0.000190207,0.002423583,419.813655,728.8533685,330.7268766,255.0752449,chr8,protein_coding,Ntpcr
ENSMUSG00000031860.18,889.718727,-1.532265807,0.165636434,-9.250777536,2.23E-20,4.38E-18,1175.090415,1469.606384,490.077099,424.1010096,chr8,protein_coding,Pbx4
ENSMUSG00000031864.17,1449.237394,-0.67595805,0.131319053,-5.147448401,2.64E-07,6.68E-06,1633.685932,1931.709336,1091.398693,1140.155613,chr8,protein_coding,Ints10
ENSMUSG00000031883.14,305.7532701,-0.875955751,0.22662703,-3.865186566,0.000111004,0.001520691,375.2145138,416.4876392,229.5044083,201.8065191,chr8,protein_coding,Car7
ENSMUSG00000031893.8,435.8495414,-3.062801226,0.295257245,-10.37333131,3.28E-25,9.76E-23,511.920577,1045.185647,99.21806299,87.07387879,chr8,protein_coding,Tsnaxip1
ENSMUSG00000031927.10,204.429085,-2.858243506,0.350315785,-8.159048567,3.38E-16,3.56E-14,271.4730333,447.2283935,62.1365647,36.87834866,chr9,protein_coding,1700012B09Rik
ENSMUSG00000031953.3,940.4058082,-0.614984626,0.139092644,-4.42140295,9.81E-06,0.000173443,1133.399914,1142.366096,764.6806269,721.1765961,chr8,protein_coding,Tmem170
ENSMUSG00000031985.10,2607.892614,-0.669803962,0.122031068,-5.488798668,4.05E-08,1.22E-06,2894.096444,3511.387453,2118.656416,1907.430145,chr8,protein_coding,Gnpat
ENSMUSG00000031986.7,5339.036229,-2.052115159,0.120714754,-16.99970459,8.25E-65,5.57E-61,7600.275385,9606.981543,2216.872276,1932.015711,chr8,protein_coding,Sprtn
ENSMUSG00000032010.16,1483.409115,-1.618425358,0.169140736,-9.568513174,1.08E-21,2.31E-19,1836.321161,2639.738323,792.7423013,664.8346745,chr9,protein_coding,Usp2
ENSMUSG00000032021.15,143.1698681,-2.895863325,0.41118742,-7.042684636,1.89E-12,1.17E-10,167.7315527,337.1566603,38.08370095,29.70755865,chr9,protein_coding,Crtam
ENSMUSG00000032023.8,139.6013023,-2.520182511,0.436617265,-5.772063348,7.83E-09,2.72E-07,148.3406218,327.2402879,53.11674079,29.70755865,chr9,protein_coding,Jhy
ENSMUSG00000032056.11,41.93498584,-2.63302511,0.633019252,-4.159470828,3.19E-05,0.000504247,57.2032463,87.26407678,13.02863453,10.24398574,chr9,protein_coding,Btg4
ENSMUSG00000032057.10,80.08697453,-2.062948113,0.457036952,-4.513744684,6.37E-06,0.000117911,101.8023875,156.6786833,28.06167438,33.80515294,chr9,protein_coding,Hoatz
ENSMUSG00000032101.7,2318.803757,-1.325374494,0.156370843,-8.475841575,2.33E-17,2.88E-15,2707.943507,3921.925269,1418.116759,1227.229492,chr9,protein_coding,Ddx25
ENSMUSG00000032202.12,191.723796,-0.982117443,0.318232555,-3.086162711,0.002027578,0.018488184,198.7570422,310.3824549,110.2422922,147.5133947,chr9,protein_coding,Rab27a
ENSMUSG00000032204.14,172.0524549,-3.598218997,0.874068965,-4.116630539,3.84E-05,0.000595635,169.6706458,466.069501,36.07929563,16.39037718,chr9,protein_coding,Aqp9
ENSMUSG00000032218.8,1277.014204,-0.643551927,0.145761829,-4.415092287,1.01E-05,0.000177804,1399.055668,1715.532418,1064.339221,929.1295066,chr9,protein_coding,Ccnb2
ENSMUSG00000032221.15,1775.149312,-1.018930413,0.152943371,-6.662141722,2.70E-11,1.41E-09,1974.966317,2779.559173,1193.623364,1152.448396,chr9,protein_coding,Mns1
ENSMUSG00000032226.6,57.52013627,-3.150403602,0.611123174,-5.155104139,2.53E-07,6.43E-06,63.02052558,143.7873992,13.02863453,10.24398574,chr9,protein_coding,Gcnt3
ENSMUSG00000032245.13,434.4257377,-0.85928155,0.199767679,-4.301404282,1.70E-05,0.0002852,533.2506011,587.0492438,337.7422952,279.6608107,chr9,protein_coding,Cln6
ENSMUSG00000032251.13,624.3347867,-1.14421098,0.187165872,-6.113352638,9.76E-10,3.96E-08,739.7640157,979.7375893,401.8832653,375.9542767,chr9,protein_coding,Irak1bp1
ENSMUSG00000032274.10,45.84102535,-2.929583879,0.61489624,-4.764354845,1.89E-06,3.98E-05,66.89871177,95.19717467,11.02422922,10.24398574,chr9,protein_coding,Cyp19a1
ENSMUSG00000032306.15,1570.890693,-1.085985033,0.161709294,-6.715662449,1.87E-11,1.01E-09,1757.78789,2513.800394,1061.332613,950.6418767,chr9,protein_coding,Mpi
ENSMUSG00000032393.16,1844.114531,-0.888412365,0.14428926,-6.157162096,7.41E-10,3.10E-08,2059.316867,2729.977311,1223.689444,1363.474502,chr9,protein_coding,Dpp8
ENSMUSG00000032396.18,2347.02074,-1.803033082,0.155684433,-11.58133186,5.12E-31,2.47E-28,2973.599261,4323.538349,1103.425125,987.5202253,chr9,protein_coding,Dis3l
ENSMUSG00000032417.11,118.7574031,-1.475023202,0.409019557,-3.606241257,0.000310664,0.00373943,116.3455857,233.0347505,62.1365647,63.51271159,chr9,protein_coding,Rwdd2a
ENSMUSG00000032478.15,481.464864,-0.787377834,0.207754523,-3.789943163,0.000150682,0.001992742,532.2810545,687.2046046,390.859036,315.5147608,chr9,protein_coding,Nme6
ENSMUSG00000032489.18,776.1257061,-2.087687671,0.473172114,-4.41211054,1.02E-05,0.000179645,850.2923221,1662.975645,316.6960395,274.5388178,chr9,protein_coding,Kif9
ENSMUSG00000032493.9,198.0299828,-1.880759882,0.30686511,-6.128946627,8.85E-10,3.62E-08,250.1430092,372.8556008,88.19383377,80.92748735,chr9,protein_coding,Prss44
ENSMUSG00000032497.20,1190.317736,-0.747723268,0.157486758,-4.747848498,2.06E-06,4.29E-05,1286.588268,1697.682948,940.0660918,836.933635,chr9,protein_coding,Lrrfip2
ENSMUSG00000032512.8,2836.857823,-0.804729019,0.134338843,-5.990292893,2.09E-09,8.06E-08,3075.401648,4141.077098,2101.618971,2029.333575,chr9,protein_coding,Wdr48
ENSMUSG00000032514.12,330.6790942,-2.057734302,0.296900074,-6.930730176,4.19E-12,2.46E-10,365.5190484,701.0875259,138.3039666,117.805836,chr9,protein_coding,Ttc21a
ENSMUSG00000032534.19,2032.035669,-1.367976007,0.42241086,-3.2384963,0.001201616,0.011825629,2096.159635,3762.271674,1218.67843,1051.032937,chr9,protein_coding,Cep63
ENSMUSG00000032595.11,29.56593536,-3.770880293,0.89419808,-4.217052551,2.48E-05,0.00040098,36.8427688,73.38115547,7.015418595,1.024398574,chr9,protein_coding,Cdhr4
ENSMUSG00000032611.10,2078.99941,-1.571587011,0.135504103,-11.59807694,4.21E-31,2.11E-28,2992.020645,3230.754115,1185.605743,907.6171366,chr9,protein_coding,1700102P08Rik
ENSMUSG00000032637.16,6892.071922,-0.604999893,0.119075647,-5.080802913,3.76E-07,9.18E-06,7298.746409,9334.281304,5836.828271,5098.431703,chr7,protein_coding,Atxn2l
ENSMUSG00000032818.17,26.68786932,-3.810719043,0.949793287,-4.012156217,6.02E-05,0.000882823,22.29957059,77.34770442,3.006607969,4.097594296,chr18,protein_coding,Loxhd1
ENSMUSG00000032908.10,146.0708697,-1.959880337,0.352568032,-5.558871362,2.72E-08,8.48E-07,184.213844,280.6333378,65.14317267,54.29312442,chr1,protein_coding,Sgpp2
ENSMUSG00000032921.14,340.3266802,-8.811016601,1.385524145,-6.359338183,2.03E-10,9.23E-09,402.3618172,955.9382956,3.006607969,0,chr11,protein_coding,Odf4
ENSMUSG00000032965.12,423.2669569,-0.766493465,0.196922204,-3.892366881,9.93E-05,0.00137862,508.0423908,558.2917639,332.731282,294.0023907,chr16,protein_coding,Ift57
ENSMUSG00000033053.5,36.5077149,-4.522160717,0.887220777,-5.096995963,3.45E-07,8.48E-06,38.7818619,101.1469981,2.004405313,4.097594296,chr19,protein_coding,1700028P14Rik
ENSMUSG00000033055.13,2639.846241,-1.087684098,0.152559099,-7.129591772,1.01E-12,6.53E-11,2937.726039,4243.215733,1804.966984,1573.47621,chr15,protein_coding,Ankrd54
