"","X","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","WT_rep1","WT_rep2","KO_rep1","KO_rep3","chrom","type","symbol"
"6771",6771,"ENSMUSG00000029155.17",56.9774865831741,-1.6242050045345,0.535865871015618,-3.03099169472423,0.00243751952549142,0.0216509087264238,63.9900721289591,108.088458736291,23.0506610994683,32.780754367978,"chr5","protein_coding","Spata18"
"6777",6777,"ENSMUSG00000029165.18",2777.41066382854,-1.79345998439629,0.15072771528543,-11.8986742484622,1.20242164723674e-32,6.40257884478636e-30,3518.48442054534,5103.95685427239,1296.85023750921,1190.3511429872,"chr5","protein_coding","Agbl5"
"6784",6784,"ENSMUSG00000029174.19",4164.24201486406,-0.799031229220082,0.0995090790315363,-8.0297319299564,9.76858753527681e-16,9.68909804847014e-14,5046.48977926109,5531.35250303699,3175.98021844413,2903.14555871405,"chr5","protein_coding","Tbc1d1"
"6790",6790,"ENSMUSG00000029182.11",15.0970948425667,-3.44612631210381,1.19579461666869,-2.88187140506137,0.00395321034096609,0.0323232570310937,9.69546547408472,45.615312861187,2.00440531299724,3.07319572199794,"chr5","protein_coding","Fam166c"
"6793",6793,"ENSMUSG00000029188.15",102.699367968897,-3.80898552006469,0.542550586991775,-7.02051681702895,2.21049052353429e-12,1.35536561373312e-10,100.832840930481,282.616612292137,14.0308371909807,13.3171814619911,"chr5","protein_coding","Slc34a2"
"6808",6808,"ENSMUSG00000029206.14",342.107896743291,-1.99568249299916,0.26884010252774,-7.42330654628895,1.14231970933972e-13,8.65681535534824e-12,417.874561933051,676.296595028904,151.332601131292,122.927828879918,"chr5","protein_coding","Nsun7"
"6825",6825,"ENSMUSG00000029235.15",1459.23667842923,-2.04071836710543,0.377483065492203,-5.40611898561468,6.44050198911495e-08,1.84324069657358e-06,1813.05204365384,2882.6894453798,646.42071344161,494.784511241668,"chr5","protein_coding","Pdcl2"
"6831",6831,"ENSMUSG00000029248.15",89.7947455879538,-3.91995003369152,0.567694291264,-6.90503690809283,5.01903769623447e-12,2.88851856218832e-10,95.9851081934387,240.967848375401,14.0308371909807,8.1951885919945,"chr5","protein_coding","Thegl"
"6838",6838,"ENSMUSG00000029265.5",2674.14009316732,-0.778079556648901,0.111283967338926,-6.99183876397207,2.71306582936436e-12,1.63869176093607e-10,3147.1480928879,3609.55953945045,2034.4713926922,1905.38134763872,"chr5","protein_coding","Dr1"
"6844",6844,"ENSMUSG00000029279.16",3024.68862563646,-0.89791474276763,0.114525688572141,-7.84029115181457,4.49502963845948e-15,4.11549455676874e-13,3570.8399341054,4302.71396749327,2147.72029287654,2077.48030807061,"chr5","protein_coding","Brdt"
"6866",6866,"ENSMUSG00000029330.9",892.61296670863,-1.31538606986611,0.184155184843439,-7.14281311701539,9.14399103061423e-13,5.98768655383328e-11,1059.71437631746,1487.45585416914,559.22908232623,464.052554021689,"chr5","protein_coding","Cds1"
"6894",6894,"ENSMUSG00000029381.17",594.246785793803,-0.623784560941353,0.193796553550285,-3.21875982577522,0.00128746271444907,0.0124882648917365,618.570697246605,823.058905973592,505.110138875305,430.247401079711,"chr5","protein_coding","Shroom3"
"6906",6906,"ENSMUSG00000029403.15",1775.49085954554,-1.08918876312777,0.15199633882422,-7.16588814936778,7.72838550228527e-13,5.1103317729817e-11,2125.24603191937,2706.17801735173,1273.79957640975,996.739812501331,"chr5","protein_coding","Cdkl2"
"6922",6922,"ENSMUSG00000029423.11",7756.30052620336,-2.20354456546029,0.270892479194588,-8.13438812333153,4.14024118488198e-16,4.2741653130052e-14,11269.0395205287,14222.0612403292,3177.98462375713,2356.11672019842,"chr5","protein_coding","Piwil1"
"6935",6935,"ENSMUSG00000029442.19",536.340321103061,-3.02364158029176,0.51970959446081,-5.81794450692937,5.95756718498147e-09,2.12227842290343e-07,628.26616272069,1282.1869462938,124.273129405829,110.635045991926,"chr5","protein_coding","Wdr66"
"6947",6947,"ENSMUSG00000029463.6",855.822090816956,-0.670685209690583,0.144660249338876,-4.63627854062011,3.54737872104433e-06,6.92166451703096e-05,1032.56707299002,1069.97657776567,680.495603762563,640.24910874957,"chr5","protein_coding","Fam216a"
"6953",6953,"ENSMUSG00000029469.15",1183.38166755051,-0.615072684496642,0.139001556064093,-4.42493380587073,9.64718595541883e-06,0.000170779668085691,1389.36020243634,1474.56457009968,1014.2290883766,855.372809289426,"chr5","protein_coding","Ift81"
"6979",6979,"ENSMUSG00000029517.14",90.252812734312,-4.61243515832487,0.612366990111108,-7.53214205339186,4.99146115674121e-14,3.91462112579464e-12,96.9546547408471,249.892583500416,8.01762125198896,6.14639144399588,"chr6","protein_coding","Ankrd7"
"7006",7006,"ENSMUSG00000029564.13",45.517507868651,-5.12738546123217,0.852945725592924,-6.01138537586067,1.83944550084599e-09,7.13014181304939e-08,64.9596186763676,112.055007680742,3.00660796949586,2.04879714799863,"chr5","protein_coding","4930519G04Rik"
"7016",7016,"ENSMUSG00000029586.10",449.025057346044,-1.96444029548638,0.224844623421874,-8.73687911941092,2.3963867188687e-18,3.48838049421506e-16,612.753417962154,817.109082556916,207.455949895214,158.781778969893,"chr5","protein_coding","Spdye4b"
"7027",7027,"ENSMUSG00000029601.14",153.045819946458,-2.65240466567378,0.383385180517868,-6.91838078376157,4.56834997565914e-12,2.67156050310656e-10,188.092030197243,340.131571986677,48.1057275119338,35.8539500899759,"chr5","protein_coding","Iqcd"
"7039",7039,"ENSMUSG00000029620.5",125.63824284904,-7.95330141614437,1.41422675590417,-5.62378089860102,1.86822579718937e-08,6.05796166351439e-07,140.584249374228,359.964316708933,2.00440531299724,0,"chr5","protein_coding","1700018F24Rik"
"7049",7049,"ENSMUSG00000029634.16",2357.24701630173,-0.617905952605597,0.109266764579338,-5.65502195461217,1.55826352988834e-08,5.12681370142449e-07,2731.21262404966,2977.88662004662,1929.24011375984,1790.6487073508,"chr5","protein_coding","Rnf6"
"7063",7063,"ENSMUSG00000029656.14",84.0795411621252,-2.70931115761255,0.45339306478754,-5.97563431827554,2.2919660554534e-09,8.75012097472531e-08,123.132411520876,168.57833013917,21.046255786471,23.5611672019842,"chr4","protein_coding","C8b"
"7078",7078,"ENSMUSG00000029679.8",95.4851884655913,-8.55351399820714,1.53432914467216,-5.5747582113711,2.47873896088815e-08,7.80012505981507e-07,81.4419099823116,299.474445306054,0,1.02439857399931,"chr6","protein_coding","Hyal6"
"7089",7089,"ENSMUSG00000029703.11",2271.77637727366,-0.623551835646182,0.139399090887473,-4.47314133597565,7.70787936477972e-06,0.000139750207049241,2346.3026447285,3164.31442043582,1836.03526670547,1740.45317722483,"chr5","protein_coding","Lrwd1"
"7118",7118,"ENSMUSG00000029769.18",3738.45137427721,-1.93928738199322,0.34829720131877,-5.56790974676347,2.57813292853273e-08,8.07522316964879e-07,4520.02600401829,7341.09045894278,1617.55508758877,1475.13394655901,"chr6","protein_coding","Ccdc136"
"7128",7128,"ENSMUSG00000029784.14",305.192132276135,-3.0514790456834,0.691386016451229,-4.41356777990122,1.01680863731815e-05,0.000178749834643748,322.859000287021,766.535583515165,81.1784151763882,50.1955301259663,"chr6","protein_coding","Ssmem1"
"7137",7137,"ENSMUSG00000029814.11",383.237490320022,-0.757557734376224,0.217749740514646,-3.47902933241507,0.000503233501379687,0.0056600481750509,419.813655027868,543.417205389793,270.594717254627,299.124383607799,"chr6","protein_coding","Igf2bp3"
"7171",7171,"ENSMUSG00000029883.13",296.859519960761,-6.72117227554029,0.533900113452713,-12.5888197177459,2.43283810771622e-36,1.89330947198193e-33,382.970886226346,793.30978889021,5.0110132824931,6.14639144399588,"chr6","protein_coding","Prss59"
"7182",7182,"ENSMUSG00000029922.16",5067.12982066001,-0.609305933753861,0.108608014439357,-5.61013786044376,2.02165501541171e-08,6.48275239014907e-07,5506.05484273271,6737.1833821501,4063.93177210191,3961.34928565534,"chr6","protein_coding","Mkrn1"
"7186",7186,"ENSMUSG00000029992.15",3887.05241217433,-0.656723471897529,0.0915702260728797,-7.17180136013698,7.40172883407197e-13,4.91037971241352e-11,4794.40767693489,4719.20160666063,3058.72250763379,2975.877857468,"chr6","protein_coding","Gfpt1"
"7202",7202,"ENSMUSG00000030030.6",819.160505578379,-2.43475370263475,0.42171857517658,-5.77340872788275,7.7683694319094e-09,2.70542490680301e-07,977.302919787739,1787.92193671131,266.585906628633,244.831259185836,"chr6","protein_coding","1700003E16Rik"
"7204",7204,"ENSMUSG00000030032.15",260.615398173689,-0.87558789306599,0.248286839999023,-3.52651752734633,0.00042106329398596,0.00484629959642316,375.214513847078,299.474445306054,184.405288795746,183.367344745877,"chr6","protein_coding","Wdr54"
"7220",7220,"ENSMUSG00000030059.16",1851.06747181918,-0.690904400771635,0.133628250541898,-5.17034682389267,2.33659931644631e-07,5.99984144276328e-06,2014.7177255148,2557.43243193481,1403.08371909807,1429.03601072904,"chr6","protein_coding","Tmf1"
"7227",7227,"ENSMUSG00000030069.16",550.624397328422,-3.4790537473319,0.223032190732458,-15.5988861334607,7.40752678865698e-55,2.99767794083371e-51,855.140054814272,1166.16538966861,98.2158603368648,82.9762844939443,"chr6","protein_coding","Prok2"
"7235",7235,"ENSMUSG00000030086.17",1677.61327985871,-0.609890777017988,0.135755399140333,-4.49257105706368,7.03684280161158e-06,0.000128970540985334,1851.83390555018,2202.42630140644,1437.15860941902,1219.03430305918,"chr6","protein_coding","Chchd6"
"7263",7263,"ENSMUSG00000030125.12",401.515394246245,-3.41562191024793,0.294526257313734,-11.5970030699489,4.2676257704654e-31,2.10612536194139e-28,525.494228695391,943.047011543237,81.1784151763882,56.3419215699622,"chr6","protein_coding","Lrrc23"
"7292",7292,"ENSMUSG00000030189.16",6262.75904352508,-1.92126772091794,0.43566225866598,-4.40999348165013,1.03373730736972e-05,0.000181067766986018,7021.45609633215,12797.0785320352,2827.21369398261,2405.28785175039,"chr6","protein_coding","Ybx3"
"7300",7300,"ENSMUSG00000030207.16",375.05451980704,-1.35165610281516,0.218332594678135,-6.19081225507241,5.98549678648523e-10,2.53900507290864e-08,477.986447872376,599.940527848221,220.484584429696,201.806519077865,"chr6","protein_coding","Fam234b"
"7305",7305,"ENSMUSG00000030216.13",4162.94150618287,-0.696352912060921,0.106166944882109,-6.55903692843542,5.41563913515507e-11,2.71237728368138e-09,4737.20443063779,5560.10998288426,3279.20709206349,3075.24451914594,"chr6","protein_coding","Wbp11"
"7316",7316,"ENSMUSG00000030231.12",2113.16103780572,-0.693166230760369,0.114030650396035,-6.07877117558276,1.21107035864089e-09,4.86206302316267e-08,2535.36422147315,2687.33690986558,1710.75993464314,1519.18308524098,"chr6","protein_coding","Plekha5"
"7350",7350,"ENSMUSG00000030292.11",206.739778233805,-4.81874022901823,0.878952310593726,-5.48236823652378,4.19669552682178e-08,1.26175241143703e-06,199.726588766145,598.948890612108,18.0396478169752,10.2439857399931,"chr6","protein_coding","Smco2"
"7360",7360,"ENSMUSG00000030313.16",991.78960799478,-1.46432297781892,0.145847056674055,-10.0401270427517,1.01543292171387e-23,2.66834671921539e-21,1368.99972494076,1542.98753939146,553.215866387238,501.955301259663,"chr6","protein_coding","Dennd5b"
"7368",7368,"ENSMUSG00000030323.14",3257.91841824534,-0.80647545578292,0.118745927794792,-6.79160515867638,1.10892706565369e-11,6.11390469930156e-10,3693.00279907887,4598.22186385488,2426.33263138316,2314.11637866445,"chr6","protein_coding","Ift122"
"7394",7394,"ENSMUSG00000030376.9",816.741538352363,-0.769898352414471,0.150633412764322,-5.11107289070746,3.20334349363427e-07,7.99216427252724e-06,970.51609395588,1088.81768525181,607.334809838164,600.297564363597,"chr7","protein_coding","Slc8a2"
"7428",7428,"ENSMUSG00000030463.6",19.6863002357968,-6.25973462608424,1.66237390757441,-3.76553950802674,0.000166189841184328,0.00215695012605753,27.1473033274372,50.5734990417509,0,1.02439857399931,"chr7","protein_coding","4933421I07Rik"
"7437",7437,"ENSMUSG00000030491.17",1436.6603810157,-0.724670971860419,0.131736358644872,-5.50091849596322,3.7781784212554e-08,1.14614186170438e-06,1718.03648200781,1862.29472941977,1169.57050013389,996.739812501331,"chr7","protein_coding","Tdrd12"
"7445",7445,"ENSMUSG00000030510.12",3077.00608637302,-1.85877244151118,0.129276651260151,-14.3782533302991,7.08604061704266e-47,1.19482454871034e-43,4584.98562269466,5063.29972759176,1508.31499803042,1151.42399717523,"chr7","protein_coding","Cers3"
"7467",7467,"ENSMUSG00000030544.6",117.976339104552,-4.0283900452136,1.22164680027424,-3.29750795754493,0.000975469104825202,0.00994152774080066,68.8378048660015,375.830512486737,19.0418504734738,8.1951885919945,"chr7","protein_coding","Mesp1"
"7474",7474,"ENSMUSG00000030555.17",397.148314715044,-0.650218169172759,0.200670009675972,-3.24023589884052,0.00119430849961136,0.0117766267939261,456.65642382939,513.668088306411,298.656391636589,319.612355087786,"chr7","protein_coding","Ttc23"
"7487",7487,"ENSMUSG00000030590.16",78.2607625759281,-1.93482812862217,0.502207136106443,-3.8526496131112,0.000116846537265435,0.00159250571063104,76.5941772452693,171.553241847508,30.0660796949586,34.8295515159766,"chr7","protein_coding","Fam98c"
"7495",7495,"ENSMUSG00000030604.10",375.649129266284,-0.639429388662175,0.219820101223962,-2.90887587214191,0.00362730848122748,0.0299725443899304,395.574991342656,519.617911723087,304.669607575581,282.73400642381,"chr7","protein_coding","Zfp626"
"7507",7507,"ENSMUSG00000030617.14",101.371114902069,-6.64138216726356,1.76350873906973,-3.76600468153448,0.000165880682470758,0.00215431946669661,93.0764685512133,308.399180431069,4.00881062599448,0,"chr7","protein_coding","Ccdc83"
"7509",7509,"ENSMUSG00000030621.18",30.5819299455826,-3.0529330603726,0.775018929909377,-3.93917224799861,8.17632150016668e-05,0.0011642483408471,38.7818618963389,70.4062437640061,8.01762125198896,5.12199286999656,"chr7","protein_coding","Me3"
"7514",7514,"ENSMUSG00000030641.11",880.348363994487,-0.863711670950064,0.185040873218368,-4.66768047473919,3.04619141100982e-06,6.05467947056706e-05,921.069220038048,1351.60155282169,648.425118754607,600.297564363597,"chr7","protein_coding","Ddias"
"7526",7526,"ENSMUSG00000030662.11",6359.02429669559,-0.65240644743812,0.0980546732814504,-6.65349672386844,2.86210189119602e-11,1.48873443872648e-09,7225.06087128793,8320.82804822219,5104.21812954747,4785.99013772479,"chr14","protein_coding","Ipo5"
"7531",7531,"ENSMUSG00000030671.10",1220.76102244916,-0.972720053443818,0.140694164622759,-6.91371995456923,4.72106737773918e-12,2.74500222187283e-10,1513.46216050462,1721.48224189175,885.94714834478,762.152539055489,"chr7","protein_coding","Pde3b"
"7552",7552,"ENSMUSG00000030708.15",194.081183696054,-2.37373155317237,0.329083696018393,-7.21315453148338,5.46703113791185e-13,3.73715905555771e-11,248.203916136569,402.604717861781,68.1497806419062,57.3663201439615,"chr7","protein_coding","Dnajb13"
"7607",7607,"ENSMUSG00000030792.9",1804.7638340313,-2.23167914431081,0.531884739345436,-4.19579465103139,2.71916528840765e-05,0.000436663416235241,2172.75381274238,3779.12950682574,786.729085351417,480.442931205678,"chr7","protein_coding","Dkkl1"
"7613",7613,"ENSMUSG00000030801.11",691.40719673273,-0.629136731977307,0.171954020324283,-3.65874976805332,0.000253448656874164,0.00311560153292335,744.611748409706,935.113913654335,553.215866387238,532.687258479643,"chr7","protein_coding","Kat8"
"7619",7619,"ENSMUSG00000030815.12",920.481278222437,-1.79535181303025,0.210146173507902,-8.54334762827713,1.303884054427e-17,1.69120448444077e-15,1061.65346941228,1796.84667183632,424.933926355415,398.491045285733,"chr7","protein_coding","Phkg2"
"7638",7638,"ENSMUSG00000030851.16",8536.01214241172,-4.04719064253561,0.562329274886891,-7.19719001531564,6.14660793552647e-13,4.15954732332584e-11,11181.7803312619,21014.7763077016,1197.63217451585,749.859756167497,"chr7","protein_coding","Ldhc"
"7660",7660,"ENSMUSG00000030882.20",708.208321031415,-3.97311505169887,0.568155839125235,-6.99300223300724,2.69065226470657e-12,1.63001969832553e-10,884.226451236526,1778.99720158629,66.1453753289089,103.464255973931,"chr7","protein_coding","Dnhd1"
"7662",7662,"ENSMUSG00000030887.5",116.67934859493,-4.18151965152444,1.05317619163023,-3.97038946071482,7.17552415479257e-05,0.00103337762098272,84.350549624537,357.981042236707,9.01982390848758,15.3659786099897,"chr7","protein_coding","Pdzd9"
"7700",7700,"ENSMUSG00000030994.17",30.7041260304645,-6.9100604886882,1.5827638322744,-4.36581904879555,1.26647293675821e-05,0.000219211406350433,50.4164204652405,71.3978810001189,1.00220265649862,0,"chr7","protein_coding","D7Ertd443e"
"7713",7713,"ENSMUSG00000031027.16",1316.48994420731,-1.80577166298771,0.393448630156996,-4.58959956797198,4.4409712462145e-06,8.46126291863506e-05,1595.87361703434,2498.92583500416,681.497806419062,489.662518371671,"chr7","protein_coding","Stk33"
"7806",7806,"ENSMUSG00000031233.7",222.53393559308,-4.55174776817192,0.96949335220213,-4.69497573947565,2.66638367528875e-06,5.39516072857926e-05,176.457471628342,677.288232265016,22.0484584429696,14.3415800359904,"chr17","protein_coding","Pgk2"
"7926",7926,"ENSMUSG00000031458.9",1358.68600410932,-0.713541102348206,0.15328282042201,-4.65506245503392,3.23882515220494e-06,6.36874520211027e-05,1494.07122955645,1882.12747414202,1132.48900184344,926.056310895379,"chr8","protein_coding","Coprs"
"7944",7944,"ENSMUSG00000031493.11",254.13289607752,-4.97038619799052,1.27922567499746,-3.88546469566474,0.00010213433535633,0.00140967676780353,112.467399499383,872.64076777923,15.0330398474793,16.390377183989,"chr7","protein_coding","Ggn"
"7959",7959,"ENSMUSG00000031518.7",1049.35029014667,-4.1594433491334,0.605548712427049,-6.868883153037,6.4706477470112e-12,3.67772714924226e-10,1240.05003413543,2734.935497199,133.292953314316,89.1226759379402,"chr8","protein_coding","Spata4"
"7970",7970,"ENSMUSG00000031536.7",935.640583518565,-0.7845659233866,0.148792522992592,-5.27288540853403,1.34295421869547e-07,3.65079956527718e-06,1088.80077273971,1279.21203458546,702.544062205533,672.005464543549,"chr8","protein_coding","Polb"
"7980",7980,"ENSMUSG00000031552.14",154.012357912519,-6.06004934034895,1.10482131732303,-5.48509450834312,4.13248426880742e-08,1.24429593296204e-06,127.01059771051,479.952422278577,6.01321593899172,3.07319572199794,"chr8","protein_coding","Adam18"
"7981",7981,"ENSMUSG00000031553.17",543.540215122851,-6.52990608963222,1.19472814846959,-5.46559993417486,4.61343787375924e-08,1.3667394134355e-06,303.468069338852,1847.42017087808,13.0286345344821,10.2439857399931,"chr8","protein_coding","Adam3"
"7982",7982,"ENSMUSG00000031554.19",1828.2905064358,-4.06219430855991,0.687638681150596,-5.90745462684388,3.4743397659013e-09,1.28990441877517e-07,2162.08880072089,4738.04271414678,268.59031194163,144.440198933903,"chr8","protein_coding","Adam5"
"7990",7990,"ENSMUSG00000031563.9",3419.84824055663,-0.729366303473347,0.0992474676715973,-7.34896638256573,1.99745412438732e-13,1.47505426105303e-11,4106.02962827488,4426.66862200737,2492.47800671207,2654.21670523222,"chr8","protein_coding","Wwc2"
"8015",8015,"ENSMUSG00000031609.4",164.982774612596,-1.08373771898639,0.30486328960911,-3.55483180797511,0.000378220948885487,0.00441599693003402,208.452507692821,239.976211139288,117.257710810339,94.2446688079368,"chr8","protein_coding","Sap30"
"8025",8025,"ENSMUSG00000031629.15",205.412054587951,-0.772564314217474,0.283929203325433,-2.7209751768013,0.00650896490500198,0.0484734618652227,234.63026447285,283.60824952825,130.286345344821,173.123359005884,"chr8","protein_coding","Cenpu"
"8026",8026,"ENSMUSG00000031631.16",2119.44301060334,-1.27606914288763,0.155767954115755,-8.19211595948264,2.56673159621798e-16,2.74789667290342e-14,2440.34865982712,3559.97767764482,1274.80177906624,1202.64392587519,"chr8","protein_coding","Cfap97"
"8081",8081,"ENSMUSG00000031736.13",210.423378898825,-1.02397587394566,0.270136636437912,-3.79058497006575,0.000150292906015981,0.00198889905842208,259.83847470547,304.432631486618,147.323790505297,130.098618897913,"chr8","lncRNA","Crnde"
"8085",8085,"ENSMUSG00000031748.17",813.664118200432,-2.08624662125104,0.164917122327856,-12.6502730086666,1.11486741590498e-36,1.00211910985554e-33,1197.38998604946,1436.88235512739,295.649783667093,324.734347957782,"chr8","protein_coding","Gnao1"
"8092",8092,"ENSMUSG00000031756.6",818.160173817212,-0.726270244347267,0.202485090522979,-3.58678380947186,0.00033478165898491,0.00398641819675001,782.424063758637,1257.39601539098,626.376660311638,606.443955807593,"chr8","protein_coding","Cenpn"
"8111",8111,"ENSMUSG00000031786.8",214.250924086362,-2.71256283555723,0.335616576806789,-8.08232674728347,6.35425763875742e-16,6.42860245313089e-14,266.62530053733,476.977510570239,60.1321593899172,53.2687258479643,"chr8","protein_coding","Drc7"
"8113",8113,"ENSMUSG00000031788.15",245.081199972543,-0.735703289452046,0.252684975993821,-2.91154346062125,0.00359647870872183,0.0298120238395237,274.381672916597,338.148297514452,183.403086139248,184.391743319876,"chr8","protein_coding","Kifc3"
"8124",8124,"ENSMUSG00000031809.11",163.040386023285,-2.40869647282503,0.361642252483469,-6.66043985813061,2.73009269946495e-11,1.42372927012819e-09,197.787495671328,351.039581583918,52.1145381379283,51.2199286999656,"chr8","protein_coding","1700018B08Rik"
"8139",8139,"ENSMUSG00000031831.7",1979.83641212112,-2.66515972436692,0.567010534772218,-4.70037073550597,2.59689597967986e-06,5.26504295452423e-05,2151.4237886994,4689.45248957725,611.343620464158,467.125749743687,"chr8","protein_coding","Dnaaf1"
"8155",8155,"ENSMUSG00000031849.10",213.977666684874,-3.31815774840153,0.941119453792704,-3.52575619920445,0.000422275513268421,0.00485748876377102,153.188354490539,624.73145875104,40.0881062599448,37.9027472379746,"chr8","protein_coding","Comp"
"8156",8156,"ENSMUSG00000031851.15",433.61728628528,-0.971028417240545,0.260212138819184,-3.73167993486766,0.000190207075107312,0.00242358309680186,419.813655027868,728.85336854288,330.726876644545,255.075244925829,"chr8","protein_coding","Ntpcr"
"8159",8159,"ENSMUSG00000031860.18",889.71872701043,-1.53226580654748,0.165636434409537,-9.2507775358104,2.22865479894262e-20,4.37811662153446e-18,1175.09041545907,1469.60638391911,490.077099027825,424.101009635715,"chr8","protein_coding","Pbx4"
"8162",8162,"ENSMUSG00000031864.17",1449.23739352979,-0.675958049569804,0.131319053024463,-5.14744840144317,2.64053604671761e-07,6.67857579616052e-06,1633.68593238327,1931.70933594766,1091.398692927,1140.15561286123,"chr8","protein_coding","Ints10"
"8173",8173,"ENSMUSG00000031883.14",305.753270107622,-0.875955751085589,0.226627029793206,-3.86518656616065,0.000111004316379883,0.001520691494672,375.214513847078,416.48763916736,229.504408338184,201.806519077865,"chr8","protein_coding","Car7"
"8179",8179,"ENSMUSG00000031893.8",435.849541419457,-3.06280122559975,0.295257245128844,-10.3733313106786,3.27890645734738e-25,9.75667547911277e-23,511.920577031673,1045.18564686285,99.2180629933634,87.0738787899416,"chr8","protein_coding","Tsnaxip1"
"8199",8199,"ENSMUSG00000031927.10",204.429085032029,-2.8582435058685,0.35031578528736,-8.15904856677788,3.37673860097748e-16,3.55859004438429e-14,271.473033274372,447.228393486856,62.1365647029145,36.8783486639753,"chr9","protein_coding","1700012B09Rik"
"8216",8216,"ENSMUSG00000031953.3",940.405808231592,-0.614984625715495,0.139092643809494,-4.42140295038031,9.80621069551586e-06,0.000173443065745689,1133.3999139205,1142.3660960019,764.680626908447,721.176596095516,"chr8","protein_coding","Tmem170"
"8240",8240,"ENSMUSG00000031985.10",2607.8926144286,-0.669803961583654,0.12203106765627,-5.48879866781399,4.04676557172442e-08,1.22030185660614e-06,2894.09644401429,3511.38745307529,2118.65641583808,1907.43014478672,"chr8","protein_coding","Gnpat"
"8241",8241,"ENSMUSG00000031986.7",5339.03622883327,-2.0521151589258,0.120714754072837,-16.9997045902739,8.25347855793386e-65,5.56669617137445e-61,7600.27538513501,9606.98154346044,2216.87227617495,1932.0157105627,"chr8","protein_coding","Sprtn"
"8256",8256,"ENSMUSG00000032010.16",1483.40911478494,-1.61842535764218,0.169140735683006,-9.56851317399579,1.08454080451993e-21,2.30995775143751e-19,1836.32116079165,2639.73832253217,792.742301290409,664.834674525554,"chr9","protein_coding","Usp2"
"8265",8265,"ENSMUSG00000032021.15",143.169868143233,-2.89586332532705,0.411187419990081,-7.04268463611291,1.88570705720384e-12,1.17041093851112e-10,167.731552701666,337.156660278339,38.0837009469476,29.7075586459801,"chr9","protein_coding","Crtam"
"8266",8266,"ENSMUSG00000032023.8",139.601302277779,-2.52018251060489,0.436617264686258,-5.7720633480122,7.8306663929444e-09,2.71776507366787e-07,148.340621753496,327.240287917211,53.1167407944269,29.7075586459801,"chr9","protein_coding","Jhy"
"8285",8285,"ENSMUSG00000032056.11",41.9349858373745,-2.63302511041966,0.633019251585287,-4.15947082782349,3.18985756672708e-05,0.000504246703165278,57.2032462970998,87.2640767779231,13.0286345344821,10.2439857399931,"chr9","protein_coding","Btg4"
"8286",8286,"ENSMUSG00000032057.10",80.0869745269111,-2.06294811295579,0.457036952116186,-4.51374468389014,6.36928880514468e-06,0.000117910512061571,101.80238747789,156.678683305816,28.0616743819614,33.8051529419773,"chr9","protein_coding","Hoatz"
"8310",8310,"ENSMUSG00000032101.7",2318.80375658364,-1.32537449371522,0.156370843178972,-8.47584157487904,2.33386179550485e-17,2.87947314452714e-15,2707.94350691186,3921.92526882597,1418.11675894555,1227.22949165118,"chr9","protein_coding","Ddx25"
"8353",8353,"ENSMUSG00000032202.12",191.723795998195,-0.982117443144263,0.31823255453967,-3.08616271067841,0.00202757836250495,0.0184881842027509,198.757042218737,310.382454903295,110.242292214848,147.513394655901,"chr9","protein_coding","Rab27a"
"8354",8354,"ENSMUSG00000032204.14",172.052454896855,-3.59821899657168,0.874068965446565,-4.11663053925423,3.84451618861844e-05,0.000595635073204482,169.670645796483,466.069500972998,36.0792956339503,16.390377183989,"chr9","protein_coding","Aqp9"
"8360",8360,"ENSMUSG00000032218.8",1277.0142035511,-0.64355192658234,0.145761828900483,-4.4150922874446,1.00966906757159e-05,0.000177803689410301,1399.05566791042,1715.53241847508,1064.33922120153,929.129506617377,"chr9","protein_coding","Ccnb2"
"8362",8362,"ENSMUSG00000032221.15",1775.14931238355,-1.01893041346804,0.152943371064583,-6.66214172196966,2.69865598576109e-11,1.41190675750163e-09,1974.96631707106,2779.55917282407,1193.62336388986,1152.44839574923,"chr9","protein_coding","Mns1"
"8364",8364,"ENSMUSG00000032226.6",57.5201362730941,-3.1504036016028,0.611123173598299,-5.15510413891391,2.53490013200253e-07,6.4274648209197e-06,63.0205255815506,143.78739923635,13.0286345344821,10.2439857399931,"chr9","protein_coding","Gcnt3"
"8373",8373,"ENSMUSG00000032245.13",434.425737698815,-0.859281549690204,0.199767678974404,-4.30140428172219,1.69719085400217e-05,0.000285200117158384,533.250601074659,587.049243778755,337.742295240035,279.660810701812,"chr9","protein_coding","Cln6"
"8376",8376,"ENSMUSG00000032251.13",624.334786716442,-1.14421098036589,0.187165872499563,-6.11335263787773,9.75594594781296e-10,3.96389177325397e-08,739.764015672664,979.737589279409,401.883265255947,375.954276657748,"chr9","protein_coding","Irak1bp1"
"8392",8392,"ENSMUSG00000032274.10",45.8410253498719,-2.92958387913805,0.614896239748851,-4.76435484519245,1.89458843694587e-06,3.9766703768841e-05,66.8987117711845,95.1971746668251,11.0242292214848,10.2439857399931,"chr9","protein_coding","Cyp19a1"
"8413",8413,"ENSMUSG00000032306.15",1570.8906934752,-1.08598503253648,0.161709293885244,-6.71566244861065,1.87213725710313e-11,1.00746875692087e-09,1757.78789045156,2513.80039354585,1061.33261323204,950.641876671362,"chr9","protein_coding","Mpi"
