geneId,ENSEMBL,SYMBOL
20460,ENSMUSG00000028718,Stil
72181,ENSMUSG00000028706,Nsun4
230654,ENSMUSG00000028703,Lrrc41
77110,ENSMUSG00000034042,Gpbp1l1
18477,ENSMUSG00000028691,Prdx1
230661,ENSMUSG00000033985,Tesk2
68276,ENSMUSG00000028688,Toe1
230673,ENSMUSG00000033365,Ipo13
230674,ENSMUSG00000033326,Kdm4a
107995,ENSMUSG00000006398,Cdc20
195522,ENSMUSG00000045268,Zfp691
230696,ENSMUSG00000078584,AU022252
22608,ENSMUSG00000028639,Ybx1
73332,ENSMUSG00000028637,Ccdc30
51797,ENSMUSG00000028633,Ctps
18046,ENSMUSG00000032897,Nfyc
109263,ENSMUSG00000049878,Rlf
12331,ENSMUSG00000028656,Cap1
56309,ENSMUSG00000028647,Mycbp
54170,ENSMUSG00000028646,Rragc
102634646,ENSMUSG00000086589,Gm12915
230753,ENSMUSG00000043962,Thrap3
100317,ENSMUSG00000028830,AU040320
100177,ENSMUSG00000042408,Zmym6
242669,ENSMUSG00000028789,Azin2
11637,ENSMUSG00000028792,Ak2
75234,ENSMUSG00000028793,Rnf19b
19646,ENSMUSG00000057236,Rbbp4
100383,ENSMUSG00000040859,Bsdc1
20218,ENSMUSG00000028790,Khdrbs1
67898,ENSMUSG00000028779,Pef1
619605,ENSMUSG00000028772,Zcchc17
269587,ENSMUSG00000028906,Epb41
19891,ENSMUSG00000028884,Rpa2
230789,ENSMUSG00000028878,Fam76a
230796,ENSMUSG00000037622,Wdtc1
100342,ENSMUSG00000046694,Tent5b
18221,ENSMUSG00000028851,Nudc
100210,ENSMUSG00000028848,Gpn2
20111,ENSMUSG00000003644,Rps6ka1
70012,ENSMUSG00000037443,Cep85
16765,ENSMUSG00000028832,Stmn1
66146,ENSMUSG00000028826,Maco1
29876,ENSMUSG00000037242,Clic4
51796,ENSMUSG00000028809,Srrm1
73937,ENSMUSG00000086788,1700029M20Rik
14105,ENSMUSG00000028676,Srsf10
74246,ENSMUSG00000028671,Gale
27224,ENSMUSG00000028668,Eloa
74326,ENSMUSG00000066037,Hnrnpr
230848,ENSMUSG00000060862,Zbtb40
170707,ENSMUSG00000043411,Usp48
16559,ENSMUSG00000028758,Kif17
212647,ENSMUSG00000028737,Aldh4a1
230872,ENSMUSG00000040860,Crocc
214063,ENSMUSG00000040697,Dnajc16
545700,ENSMUSG00000052912,Smarca5-ps
433791,ENSMUSG00000070605,Zfp992
170731,ENSMUSG00000029020,Mfn2
11610,ENSMUSG00000029007,Agtrap
71890,ENSMUSG00000029003,Mad2l2
110208,ENSMUSG00000028961,Pgd
67087,ENSMUSG00000028988,Ctnnbip1
22319,ENSMUSG00000028955,Vamp3
100072,ENSMUSG00000014592,Camta1
230936,ENSMUSG00000047777,Phf13
70025,ENSMUSG00000028937,Acot7
57295,ENSMUSG00000039662,Icmt
16498,ENSMUSG00000028931,Kcnab2
242800,ENSMUSG00000046637,Ttc34
18762,ENSMUSG00000029053,Prkcz
320541,ENSMUSG00000042202,Slc35e2
56036,ENSMUSG00000029068,Ccnl2
140500,ENSMUSG00000029033,Acap3
117592,ENSMUSG00000050796,B3galt6
230996,ENSMUSG00000059939,9430015G10Rik
236082,NA,Dhrsx
269623,ENSMUSG00000040302,Rbm48
27214,ENSMUSG00000002297,Dbf4
242819,ENSMUSG00000040570,Rundc3b
105242399,ENSMUSG00000096878,Gm21083
70832,ENSMUSG00000097626,4921504A21Rik
330050,ENSMUSG00000047221,Fam185a
242864,ENSMUSG00000044968,Napepld
84652,ENSMUSG00000028995,Hycc1
213948,ENSMUSG00000038295,Atg9b
12568,ENSMUSG00000028969,Cdk5
66587,ENSMUSG00000028959,Fastk
27407,ENSMUSG00000028953,Abcf2
19744,ENSMUSG00000028945,Rheb
73571,ENSMUSG00000101856,1700096K18Rik
55982,ENSMUSG00000002221,Paxip1
231070,ENSMUSG00000045294,Insig1
381626,ENSMUSG00000048271,Rbm33
28042,ENSMUSG00000075703,Selenoi
100732,ENSMUSG00000029166,Mapre3
231093,ENSMUSG00000029165,Agbl5
330064,ENSMUSG00000006641,Slc5a6
71752,ENSMUSG00000106864,Gtf3c2
14208,ENSMUSG00000029147,Ppm1g
192292,ENSMUSG00000029148,Nrbp1
74254,ENSMUSG00000064037,Gpn1
107976,ENSMUSG00000052139,Babam2
19046,ENSMUSG00000014956,Ppp1cb
320951,ENSMUSG00000023452,Pisd
22629,ENSMUSG00000018965,Ywhah
59003,ENSMUSG00000079562,Maea
74504,ENSMUSG00000037339,Fam53a
20492,ENSMUSG00000004642,Slbp
21335,ENSMUSG00000037313,Tacc3
56384,ENSMUSG00000005299,Letm1
17122,ENSMUSG00000037235,Mxd4
15371,ENSMUSG00000067438,Hmx1
17713,ENSMUSG00000029198,Grpel1
231151,ENSMUSG00000029196,Tada2b
100855,ENSMUSG00000029192,Tbc1d14
71116,ENSMUSG00000029125,Stx18
100972,ENSMUSG00000029128,Rab28
231207,ENSMUSG00000039782,Cpeb2
110391,ENSMUSG00000015806,Qdpr
209707,ENSMUSG00000015882,Lcorl
78163,ENSMUSG00000105234,4930459L07Rik
213081,ENSMUSG00000037890,Wdr19
11787,ENSMUSG00000029207,Apbb2
72313,ENSMUSG00000070733,Fryl
100737,ENSMUSG00000051674,Dcun1d4
100313943,ENSMUSG00000093355,Snora26
68939,ENSMUSG00000049907,Rasl11b
212986,ENSMUSG00000062110,Scfd2
66899,ENSMUSG00000029227,Fip1l1
320827,ENSMUSG00000036377,Cracd
231327,ENSMUSG00000029246,Ppat
231380,ENSMUSG00000035898,Uba6
231430,ENSMUSG00000035505,Cox18
791294,ENSMUSG00000054945,Gm9958
53886,ENSMUSG00000029403,Cdkl2
320696,ENSMUSG00000050050,Ccdc158
27428,ENSMUSG00000029381,Shroom3
140780,ENSMUSG00000034663,Bmp2k
11991,ENSMUSG00000000568,Hnrnpd
100503199,ENSMUSG00000097772,5430416N02Rik
231510,ENSMUSG00000029314,Gpat3
74596,ENSMUSG00000029330,Cds1
72145,ENSMUSG00000043940,Wdfy3
246293,ENSMUSG00000029312,Klhl8
74167,ENSMUSG00000029310,Nudt9
54367,ENSMUSG00000029290,Zfp326
73130,ENSMUSG00000063406,Tmed5
57914,ENSMUSG00000033467,Crlf2
18973,ENSMUSG00000007080,Pole
100504049,ENSMUSG00000086401,Gm15559
735278,ENSMUSG00000076163,Mir701
22022,ENSMUSG00000029344,Tpst2
102466821,ENSMUSG00000104840,Mir7230
23790,ENSMUSG00000004530,Coro1c
17855,ENSMUSG00000041939,Mvk
67593,ENSMUSG00000029564,4930519G04Rik
109154,ENSMUSG00000048578,Mlec
102639268,NA,Gm13830
108014,ENSMUSG00000029538,Srsf9
11837,ENSMUSG00000067274,Rplp0
19079,ENSMUSG00000029513,Prkab1
71954,ENSMUSG00000066900,Suds3
269695,ENSMUSG00000032850,Rnft2
252972,ENSMUSG00000032741,Tpcn1
100764,ENSMUSG00000029600,Rita1
100535,ENSMUSG00000032623,Oas1d
16923,ENSMUSG00000042594,Sh2b3
68080,ENSMUSG00000029464,Gpn3
30841,ENSMUSG00000029475,Kdm2b
208043,ENSMUSG00000038384,Setd1b
208606,ENSMUSG00000029422,Rsrc2
208908,ENSMUSG00000061882,Ccdc62
269702,ENSMUSG00000038126,Mphosph9
76167,ENSMUSG00000029402,Snrnp35
215707,ENSMUSG00000037979,Ccdc92
20778,ENSMUSG00000037936,Scarb1
212919,ENSMUSG00000034110,Kctd7
80909,ENSMUSG00000015944,Castor2
14886,ENSMUSG00000060261,Gtf2i
79565,ENSMUSG00000040557,Mettl27
66138,ENSMUSG00000005378,Bud23
27368,ENSMUSG00000005374,Tbl2
12054,ENSMUSG00000029681,Bcl7b
17448,ENSMUSG00000019179,Mdh2
13047,ENSMUSG00000029705,Cux1
67286,ENSMUSG00000007987,Ift22
83701,ENSMUSG00000037364,Srrt
74097,ENSMUSG00000029715,Pop7
68929,ENSMUSG00000037221,Mospd3
100316903,NA,Gm20605
231803,ENSMUSG00000029726,Mepce
11781,ENSMUSG00000019518,Ap4m1
50878,ENSMUSG00000036928,Stag3
77053,ENSMUSG00000036817,Sun1
73212,ENSMUSG00000053553,3110082I17Rik
27979,ENSMUSG00000056076,Eif3b
231841,ENSMUSG00000000148,Brat1
330222,ENSMUSG00000039683,Sdk1
17425,ENSMUSG00000056493,Foxk1
231858,ENSMUSG00000029576,Radil
18861,ENSMUSG00000075569,Pms2
100579137,ENSMUSG00000104600,Dmrt1i
231887,ENSMUSG00000029623,Pdap1
24109,ENSMUSG00000001687,Ubl3
70138,ENSMUSG00000086494,2210417A02Rik
15289,ENSMUSG00000066551,Hmgb1
15505,ENSMUSG00000029657,Hsph1
100861794,ENSMUSG00000106740,Gm21221
625175,ENSMUSG00000097321,1700028E10Rik
100036521,ENSMUSG00000089862,Umad1
170772,ENSMUSG00000029638,Glcci1
64213,ENSMUSG00000029534,St7
71777,ENSMUSG00000029670,Ing3
73178,ENSMUSG00000029684,Wasl
626904,ENSMUSG00000106799,Gm20756
627049,ENSMUSG00000039841,Zfp800
56463,ENSMUSG00000001424,Snd1
320938,ENSMUSG00000012535,Tnpo3
320609,ENSMUSG00000039629,Strip2
72649,ENSMUSG00000029782,Tmem209
83922,ENSMUSG00000029790,Cep41
100503869,NA,Mkln1os
66075,ENSMUSG00000053768,Chchd3
11677,ENSMUSG00000001642,Akr1b3
70699,ENSMUSG00000038759,Nup205
14489,ENSMUSG00000029840,Mtpn
21848,ENSMUSG00000029833,Trim24
320538,ENSMUSG00000038538,Ubn2
192196,ENSMUSG00000029823,Luc7l2
14056,ENSMUSG00000029687,Ezh2
735289,ENSMUSG00000076060,Mir704
12304,ENSMUSG00000025823,Pdia4
69432,ENSMUSG00000097716,1700026J14Rik
243372,ENSMUSG00000007216,Zfp775
140488,ENSMUSG00000029814,Igf2bp3
13063,ENSMUSG00000063694,Cycs
387166,ENSMUSG00000065505,Mir148a
12417,ENSMUSG00000029836,Cbx3
52440,ENSMUSG00000004535,Tax1bp1
13990,ENSMUSG00000029920,Smarcad1
13197,ENSMUSG00000036390,Gadd45a
13666,ENSMUSG00000031668,Eif2ak3
68477,ENSMUSG00000002222,Rmnd5a
104263,ENSMUSG00000053470,Kdm3a
76614,ENSMUSG00000052337,Immt
66510,ENSMUSG00000055850,Rnf181
53620,ENSMUSG00000073002,Vamp5
232087,ENSMUSG00000053907,Mat2a
19240,ENSMUSG00000079523,Tmsb10
66740,ENSMUSG00000056197,Jkampl
74220,ENSMUSG00000101404,1700009C05Rik
68499,ENSMUSG00000030037,Mrpl53
71837,ENSMUSG00000030030,1700003E16Rik
67934,ENSMUSG00000099354,1700124L16Rik
232164,ENSMUSG00000045896,Paip2b
20751,ENSMUSG00000033735,Spr
232187,ENSMUSG00000033706,Smyd5
12468,ENSMUSG00000030007,Cct7
72102,ENSMUSG00000030002,Dusp11
11519,ENSMUSG00000030000,Add2
66488,ENSMUSG00000057497,Fam136a
17119,ENSMUSG00000001156,Mxd1
12785,ENSMUSG00000030057,Cnbp
434064,ENSMUSG00000084950,Gm5577
14461,ENSMUSG00000015053,Gata2
100038356,ENSMUSG00000085828,Gm15612
232223,ENSMUSG00000000811,Txnrd3
66277,ENSMUSG00000030087,Klf15
54563,ENSMUSG00000030091,Nup210
72170,ENSMUSG00000034203,Chchd4
22026,ENSMUSG00000005893,Nr2c2
22044,ENSMUSG00000005892,Trh
14924,ENSMUSG00000045095,Magi1
72171,ENSMUSG00000035378,Shq1
192193,ENSMUSG00000030104,Edem1
14910,ENSMUSG00000086429,Gt(ROSA)26Sor
18294,ENSMUSG00000030271,Ogg1
101206,ENSMUSG00000048930,Tada3
22346,ENSMUSG00000033933,Vhl
381801,ENSMUSG00000056952,Tatdn2
232334,ENSMUSG00000030315,Vgll4
67492,ENSMUSG00000042213,Zfand4
22685,ENSMUSG00000042097,Zfp239
98758,ENSMUSG00000042079,Hnrnpf
19365,ENSMUSG00000030166,Rad52
232341,ENSMUSG00000045962,Wnk1
330409,ENSMUSG00000071226,Cecr2
17113,ENSMUSG00000007458,M6pr
108653,ENSMUSG00000040649,Rimklb
20527,ENSMUSG00000003153,Slc2a3
14792,ENSMUSG00000004270,Lpcat3
14790,ENSMUSG00000072772,Grcc10
21991,ENSMUSG00000023456,Tpi1
14793,ENSMUSG00000023505,Cdca3
26894,ENSMUSG00000030127,Cops7a
66493,ENSMUSG00000030335,Mrpl51
22144,ENSMUSG00000067702,Tuba3a
243634,ENSMUSG00000038115,Ano2
101187,ENSMUSG00000037997,Parp11
330427,ENSMUSG00000107879,9330102E08Rik
22158,ENSMUSG00000001521,Tulp3
14235,ENSMUSG00000001517,Foxm1
320135,ENSMUSG00000047515,BC049715
232449,ENSMUSG00000030225,Dera
75320,ENSMUSG00000030275,Etnk1
22147,ENSMUSG00000067338,Tuba3b
67529,ENSMUSG00000040242,Fgfr1op2
232533,ENSMUSG00000001630,Stk38l
232791,ENSMUSG00000035632,Cnot3
66078,ENSMUSG00000035585,Tsen34
76846,ENSMUSG00000006333,Rps9
100037396,ENSMUSG00000085886,D030047H15Rik
243819,ENSMUSG00000052296,Ppp6r1
333182,ENSMUSG00000051811,Cox6b2
77891,ENSMUSG00000060860,Ube2s
67441,ENSMUSG00000052605,Isoc2b
664994,ENSMUSG00000086784,Isoc2a
22185,ENSMUSG00000030435,U2af2
67109,ENSMUSG00000046792,Zfp787
384763,ENSMUSG00000054893,Zfp667
330463,ENSMUSG00000055150,Zfp78
18616,ENSMUSG00000002265,Peg3
65020,ENSMUSG00000058638,Zfp110
243833,ENSMUSG00000060397,Zfp128
243834,ENSMUSG00000004500,Zfp324
269870,ENSMUSG00000033961,Zfp446
21849,ENSMUSG00000005566,Trim28
68953,ENSMUSG00000033916,Chmp2a
22192,ENSMUSG00000005575,Ube2m
109889,ENSMUSG00000030380,Mzf1
243842,ENSMUSG00000070808,Bicra
108124,ENSMUSG00000006024,Napa
243846,ENSMUSG00000041375,Ccdc9
330474,ENSMUSG00000059273,Zc3h4
232906,ENSMUSG00000058230,Arhgap35
243853,ENSMUSG00000048920,Fkrp
320950,ENSMUSG00000097842,9330104G04Rik
14709,ENSMUSG00000063594,Gng8
12315,ENSMUSG00000019370,Calm3
232933,ENSMUSG00000074358,Ccdc61
232934,ENSMUSG00000048481,Mypop
272359,ENSMUSG00000044030,Irf2bp1
13401,ENSMUSG00000030410,Dmwd
67369,ENSMUSG00000030407,Qpctl
102637572,NA,Gm38499
14282,ENSMUSG00000003545,Fosb
13870,ENSMUSG00000003549,Ercc1
70333,ENSMUSG00000047649,Cd3eap
333654,ENSMUSG00000040734,Ppp1r13l
19698,ENSMUSG00000002983,Relb
53333,ENSMUSG00000002984,Tomm40
19294,ENSMUSG00000062300,Nectin2
71997,ENSMUSG00000002210,Smg9
232969,ENSMUSG00000064264,Zfp428
56746,ENSMUSG00000062773,Tex101
232972,ENSMUSG00000045587,Lypd10
210155,ENSMUSG00000058717,Lypd11
232973,ENSMUSG00000062732,Lypd4
20085,ENSMUSG00000040952,Rps19
16801,ENSMUSG00000040940,Arhgef1
232974,ENSMUSG00000108367,Erfl
232976,ENSMUSG00000045252,Zfp574
67379,ENSMUSG00000054499,Dedd2
606496,ENSMUSG00000057177,Gsk3a
13875,ENSMUSG00000040857,Erf
71722,ENSMUSG00000005442,Cic
623131,ENSMUSG00000058741,Prr19
16890,ENSMUSG00000003123,Lipe
12039,ENSMUSG00000060376,Bckdha
232989,ENSMUSG00000040725,Hnrnpul1
414069,ENSMUSG00000078786,BC024978
76889,ENSMUSG00000003762,Coq8b
192192,ENSMUSG00000089832,Shkbp1
170742,ENSMUSG00000055200,Sertad3
55942,ENSMUSG00000008384,Sertad1
18807,ENSMUSG00000003363,Pld3
13549,ENSMUSG00000002409,Dyrk1b
66525,ENSMUSG00000003438,Timm50
101497,ENSMUSG00000037552,Plekhg2
54624,ENSMUSG00000003437,Paf1
233033,ENSMUSG00000109336,Samd4b
24030,ENSMUSG00000045948,Mrps12
18036,ENSMUSG00000030595,Nfkbib
15388,ENSMUSG00000015165,Hnrnpl
26411,ENSMUSG00000037337,Map4k1
101809,ENSMUSG00000037239,Spred3
74206,ENSMUSG00000030583,Sipa1l3
66411,ENSMUSG00000006095,Tbcb
68332,ENSMUSG00000074211,Sdhaf1
104795949,ENSMUSG00000106236,Mir9769
101883,ENSMUSG00000036826,Igflr1
58206,ENSMUSG00000006310,Zbtb32
68035,ENSMUSG00000036733,Rbm42
101831,ENSMUSG00000030493,Faap24
56330,ENSMUSG00000030417,Pdcd5
243937,ENSMUSG00000043456,Zfp536
12447,ENSMUSG00000002068,Ccne1
72287,ENSMUSG00000074170,Plekhf1
69930,ENSMUSG00000012640,Zfp715
210105,ENSMUSG00000030469,Zfp719
20256,ENSMUSG00000004473,Clec11a
69349,ENSMUSG00000008028,1700008O03Rik
66124,ENSMUSG00000038695,Josd2
69683,ENSMUSG00000008140,Emc10
71960,ENSMUSG00000030739,Myh14
101568,ENSMUSG00000002205,Vrk3
100328588,ENSMUSG00000074141,Il4i1b
233204,ENSMUSG00000038520,Tbc1d17
59047,ENSMUSG00000002963,Pnkp
11771,ENSMUSG00000060279,Ap2a1
100502630,ENSMUSG00000087138,Gm15545
27207,ENSMUSG00000003429,Rps11
22121,ENSMUSG00000074129,Rpl13a
68845,ENSMUSG00000003423,Pih1d1
384619,ENSMUSG00000038292,Kash5
50722,ENSMUSG00000030792,Dkkl1
76787,ENSMUSG00000003863,Ppfia3
20637,ENSMUSG00000063511,Snrnp70
14936,ENSMUSG00000003865,Gys1
381983,ENSMUSG00000062044,Lmtk3
19158,ENSMUSG00000003269,Cyth2
101612,ENSMUSG00000053801,Grwd1
58867,ENSMUSG00000040231,Syngr4
16833,ENSMUSG00000030851,Ldhc
101685,ENSMUSG00000049516,Spty2d1
50794,ENSMUSG00000052040,Klf13
70638,ENSMUSG00000030518,Entrep2
21872,ENSMUSG00000030516,Tjp1
18553,ENSMUSG00000030513,Pcsk6
109815,ENSMUSG00000075701,Selenos
117589,ENSMUSG00000030509,Asb7
545975,ENSMUSG00000030510,Cers3
67867,ENSMUSG00000030556,Lrrc28
66412,ENSMUSG00000042659,Arrdc4
73796,ENSMUSG00000108885,4930402F11Rik
625243,ENSMUSG00000108383,Gm6567
244059,ENSMUSG00000078671,Chd2
69170,ENSMUSG00000101970,Chaserr
100579147,ENSMUSG00000074067,Gm10619
68048,ENSMUSG00000030609,Aen
77011,ENSMUSG00000046591,Ticrr
233406,ENSMUSG00000038943,Prc1
269955,ENSMUSG00000038930,Rccd1
22691,ENSMUSG00000038797,Zscan2
29877,ENSMUSG00000025104,Hdgfl3
101592,ENSMUSG00000038563,Efl1
67943,ENSMUSG00000038503,Mesd
14366,ENSMUSG00000049791,Fzd4
67669,ENSMUSG00000062797,Hikeshi
13626,ENSMUSG00000030619,Eed
233489,ENSMUSG00000039361,Picalm
66271,ENSMUSG00000030615,Tmem126a
666737,ENSMUSG00000074024,4632427E13Rik
244144,ENSMUSG00000035713,Usp35
66190,ENSMUSG00000030760,Acer3
78610,ENSMUSG00000035354,Uvrag
67800,ENSMUSG00000030747,Dgat2
277939,ENSMUSG00000047248,C2cd3
19346,ENSMUSG00000030704,Rab6a
320100,ENSMUSG00000008318,Relt
207278,ENSMUSG00000030691,Fchsd2
233575,ENSMUSG00000030990,Pgap2
20133,ENSMUSG00000030978,Rrm1
74349,ENSMUSG00000044465,Fhip1b
14356,ENSMUSG00000089847,Timm10b
101867,ENSMUSG00000030888,Rrp8
57373,ENSMUSG00000031023,Akip1
233724,ENSMUSG00000047554,Tmem41b
20841,ENSMUSG00000061079,Zfp143
22390,ENSMUSG00000031016,Wee1
11865,ENSMUSG00000055116,Arntl
67420,ENSMUSG00000030759,Far1
233765,ENSMUSG00000045659,Plekha7
54208,ENSMUSG00000030654,Arl6ip1
12850,ENSMUSG00000030652,Coq7
73951,NA,4930413G21Rik
210162,ENSMUSG00000030757,Zkscan2
18020,ENSMUSG00000030722,Nfatc2ip
70314,ENSMUSG00000030727,Rabep2
233871,ENSMUSG00000032637,Atxn2l
75565,ENSMUSG00000030714,Sgf29
56420,ENSMUSG00000030697,Ppp4c
11674,ENSMUSG00000030695,Aldoa
381922,ENSMUSG00000097075,Cdiptos
244216,ENSMUSG00000054716,Zfp771
66422,ENSMUSG00000042462,Dctpp1
20768,ENSMUSG00000049091,Sephs2
233890,ENSMUSG00000047371,Zfp768
233895,ENSMUSG00000030822,Prr14
14123,ENSMUSG00000042423,Fbrs
269999,ENSMUSG00000043964,Orai3
20909,ENSMUSG00000030805,Stx4a
233908,ENSMUSG00000030795,Fus
100043133,ENSMUSG00000062944,9130023H24Rik
207352,ENSMUSG00000055319,Sec23ip
22276,ENSMUSG00000030979,Uros
69752,ENSMUSG00000025470,Zfp511
101471,ENSMUSG00000038611,Phrf1
21351,ENSMUSG00000025503,Taldo1
54473,ENSMUSG00000025139,Tollip
63830,ENSMUSG00000101609,Kcnq1ot1
12577,ENSMUSG00000037664,Cdkn1c
13360,ENSMUSG00000058454,Dhcr7
94178,ENSMUSG00000004567,Mcoln1
100503890,ENSMUSG00000087687,Pet100
213027,ENSMUSG00000011832,Evi5l
15568,ENSMUSG00000040028,Elavl1
233987,ENSMUSG00000058748,Zfp958
13642,ENSMUSG00000001300,Efnb2
26356,ENSMUSG00000045969,Ing1
102334,ENSMUSG00000031508,Ankrd10
76413,ENSMUSG00000031509,Spaca7b
259279,ENSMUSG00000000759,Tubgcp3
234069,ENSMUSG00000038542,Pcid2
66790,ENSMUSG00000038515,Grtp1
102323,ENSMUSG00000038506,Dcun1d2
19414,ENSMUSG00000031453,Rasa3
67031,ENSMUSG00000038398,Upf3a
626415,ENSMUSG00000096265,Potefam3e
547150,ENSMUSG00000071796,6820431F20Rik
100861668,ENSMUSG00000095294,Potefam3b
80986,ENSMUSG00000037725,Ckap2
64933,ENSMUSG00000031539,Ap3m2
69742,ENSMUSG00000031556,Tm2d2
23808,ENSMUSG00000031575,Ash2l
244373,ENSMUSG00000031483,Erlin2
70952,ENSMUSG00000063932,Poteg
22427,ENSMUSG00000031583,Wrn
67887,ENSMUSG00000031532,Saraf
67276,ENSMUSG00000031527,Eri1
78506,ENSMUSG00000039478,Micu3
11988,ENSMUSG00000031596,Slc7a2
18536,ENSMUSG00000031592,Pcm1
192169,ENSMUSG00000031634,Ufsp2
66756,ENSMUSG00000031631,Cfap97
71876,ENSMUSG00000031629,Cenpu
192174,ENSMUSG00000031568,Rwdd4a
69260,ENSMUSG00000063049,Ing2
382010,ENSMUSG00000038215,Cep44
97165,ENSMUSG00000054717,Hmgb2
77113,ENSMUSG00000031605,Klhl2
234362,ENSMUSG00000060427,Zfp868
66869,ENSMUSG00000054648,Zfp869
80720,ENSMUSG00000031860,Pbx4
234365,ENSMUSG00000048967,Yjefn3
234366,ENSMUSG00000036180,Gatad2a
73095,ENSMUSG00000002346,Slc25a42
234373,ENSMUSG00000036054,Sugp2
19704,ENSMUSG00000058301,Upf1
12845,ENSMUSG00000031849,Comp
13716,ENSMUSG00000070002,Ell
71780,ENSMUSG00000019139,Isyna1
50783,ENSMUSG00000031848,Lsm4
234384,ENSMUSG00000035559,Mpv17l2
546071,ENSMUSG00000031833,Mast3
70807,ENSMUSG00000002910,Arrdc2
76808,ENSMUSG00000045128,Rpl18a
17925,ENSMUSG00000004677,Myo9b
13864,ENSMUSG00000002393,Nr2f6
66498,ENSMUSG00000074247,Dda1
26457,ENSMUSG00000031808,Slc27a1
234407,ENSMUSG00000034807,Colgalt1
17274,ENSMUSG00000003037,Rab8a
11767,ENSMUSG00000003033,Ap1m1
270066,ENSMUSG00000019731,Slc35e1
70625,ENSMUSG00000045248,Med26
66818,ENSMUSG00000044600,Smim7
16795,ENSMUSG00000004383,Large1
21968,ENSMUSG00000042870,Tom1
76775,ENSMUSG00000031684,Slc10a7
73945,ENSMUSG00000036990,Otud4
24015,ENSMUSG00000058355,Abce1
93762,ENSMUSG00000031715,Smarca5
74841,ENSMUSG00000038250,Usp38
244548,ENSMUSG00000035151,Elmod2
56367,ENSMUSG00000063253,Scoc
106529,ENSMUSG00000031708,Tecr
67903,ENSMUSG00000019433,Gipc1
68278,ENSMUSG00000005481,Ddx39a
66929,ENSMUSG00000005470,Asf1b
18747,ENSMUSG00000005469,Prkaca
19724,ENSMUSG00000031706,Rfx1
212139,ENSMUSG00000036686,Cc2d1a
212168,ENSMUSG00000035671,Zswim4
12317,ENSMUSG00000003814,Calr
170833,ENSMUSG00000052566,Hook2
56452,ENSMUSG00000031697,Orc6
56445,ENSMUSG00000031701,Dnaja2
100040294,ENSMUSG00000097248,Gm2694
74256,ENSMUSG00000036712,Cyld
14339,ENSMUSG00000031667,Aktip
244585,ENSMUSG00000033282,Rpgrip1l
71296,ENSMUSG00000031736,Crnde
14681,ENSMUSG00000031748,Gnao1
67378,ENSMUSG00000031755,Bbs2
17750,ENSMUSG00000031762,Mt2
71805,ENSMUSG00000032939,Nup93
102122,ENSMUSG00000031774,Psme3ip1
234582,ENSMUSG00000063605,Ccdc102a
74187,ENSMUSG00000031787,Katnb1
14894,ENSMUSG00000031796,Cfap20
234594,ENSMUSG00000036550,Cnot1
75502,ENSMUSG00000035785,Cmtm2b
102124,ENSMUSG00000013155,Enkd1
72236,ENSMUSG00000031893,Tsnaxip1
59016,ENSMUSG00000036442,Thap11
68051,ENSMUSG00000008450,Nutf2
71854,ENSMUSG00000031898,Dpep3
58994,ENSMUSG00000031906,Smpd3
21750,ENSMUSG00000031921,Terf2
102638837,ENSMUSG00000095941,Tle7
234728,ENSMUSG00000046441,Cmtr2
13680,ENSMUSG00000015023,Ddx19a
234733,ENSMUSG00000033658,Ddx19b
22640,ENSMUSG00000055835,Zfp1
23837,ENSMUSG00000031954,Cfdp1
66817,ENSMUSG00000031953,Tmem170
791378,ENSMUSG00000110541,Gm10280
270096,ENSMUSG00000078908,Mon1b
80707,ENSMUSG00000004637,Wwox
75796,ENSMUSG00000031758,Cdyl2
69528,ENSMUSG00000031847,1700030J22Rik
68133,ENSMUSG00000034424,Gcsh
72042,ENSMUSG00000031827,Cotl1
22224,ENSMUSG00000031826,Usp10
234797,ENSMUSG00000031824,6430548M08Rik
272551,ENSMUSG00000031821,Gins2
105734727,ENSMUSG00000097919,Gm27021
67177,ENSMUSG00000006585,Cdt1
102162,ENSMUSG00000038697,Taf5l
102058,ENSMUSG00000074030,Exoc8
53424,ENSMUSG00000056820,Tsnax
93742,ENSMUSG00000025812,Pard3
16412,ENSMUSG00000025809,Itgb1
67618,ENSMUSG00000025894,Aasdhppt
11797,ENSMUSG00000057367,Birc2
72826,ENSMUSG00000037808,Fam76b
17535,ENSMUSG00000031928,Mre11a
70984,ENSMUSG00000031938,4931406C07Rik
319675,ENSMUSG00000046111,Cep295
66917,ENSMUSG00000001774,Chordc1
23988,ENSMUSG00000032171,Pin1
100568458,NA,Gm38431
18577,ENSMUSG00000032177,Pde4a
12581,ENSMUSG00000096472,Cdkn2d
16201,ENSMUSG00000032178,Ilf3
19089,ENSMUSG00000003402,Prkcsh
319845,ENSMUSG00000035919,Bbs9
235072,ENSMUSG00000001833,Septin7
66948,ENSMUSG00000031969,Acad8
69091,ENSMUSG00000031988,Vps26b
235132,ENSMUSG00000047412,Zbtb44
382066,ENSMUSG00000042496,Prdm10
235169,ENSMUSG00000039048,Foxred1
330921,ENSMUSG00000074452,Pate2
16430,ENSMUSG00000032116,Stt3a
66279,ENSMUSG00000032121,Tmem218
15481,ENSMUSG00000015656,Hspa8
12402,ENSMUSG00000034342,Cbl
102423,ENSMUSG00000032119,Hinfp
15270,ENSMUSG00000049932,H2ax
12282,ENSMUSG00000032115,Hyou1
